"affected","implementer","year","flow","value"
"India","Brazil","2015","inward",0.85251044995463
"Indonesia","Brazil","2015","inward",0.433314887732619
"Italy","Brazil","2015","inward",0.555478301586472
"Japan","Brazil","2015","inward",0.651434947469294
"Mexico","Brazil","2015","inward",0.617187399038038
"Republic of Korea","Brazil","2015","inward",0.53801689961992
"Russia","Brazil","2015","inward",0.0913565336988029
"Saudi Arabia","Brazil","2015","inward",0.961182314032401
"South Africa","Brazil","2015","inward",0.251833867863873
"Turkey","Brazil","2015","inward",0.395282877197842
"United Kingdom","Brazil","2015","inward",0.555622000717296
"United States of America","Brazil","2015","inward",0.537265032928384
"World","Brazil","2015","inward",0.56699594376599
"Argentina","Canada","2015","inward",0.128798834062676
"Australia","Canada","2015","inward",0.284044996923257
"Brazil","Canada","2015","inward",0.154934794456505
"China","Canada","2015","inward",0.084110305510197
"France","Canada","2015","inward",0.286061220477738
"Germany","Canada","2015","inward",0.332464989818005
"India","Canada","2015","inward",0.0837097190067722
"Indonesia","Canada","2015","inward",0.0816535472394011
"Italy","Canada","2015","inward",0.220560850733423
"Japan","Canada","2015","inward",0.497210936828157
"Mexico","Canada","2015","inward",0.347646309655059
"Republic of Korea","Canada","2015","inward",0.396698717344459
"Russia","Canada","2015","inward",0.790028469124842
"Saudi Arabia","Canada","2015","inward",0.984271089602283
"South Africa","Canada","2015","inward",0.234792287619726
"Turkey","Canada","2015","inward",0.21967083323611
"United Kingdom","Canada","2015","inward",0.565369391194246
"United States of America","Canada","2015","inward",0.354953639761473
"World","Canada","2015","inward",0.346189975777684
"Argentina","China","2015","inward",0.745756977965111
"Australia","China","2015","inward",0.9316778428015
"Brazil","China","2015","inward",0.867796010799822
"Canada","China","2015","inward",0.705744379595328
"France","China","2015","inward",0.837128251104066
"Germany","China","2015","inward",0.871694546506404
"India","China","2015","inward",0.809950829769394
"Indonesia","China","2015","inward",0.754173952301116
"Italy","China","2015","inward",0.770145299918997
"Japan","China","2015","inward",0.858793046286788
"Mexico","China","2015","inward",0.889947703434972
"Republic of Korea","China","2015","inward",0.87124274469093
"Russia","China","2015","inward",0.745666140487347
"Saudi Arabia","China","2015","inward",0.968595547472055
"South Africa","China","2015","inward",0.661194136322883
"Turkey","China","2015","inward",0.834708445468252
"United Kingdom","China","2015","inward",0.798842308082551
"United States of America","China","2015","inward",0.840554775746614
"World","China","2015","inward",0.853470571911814
"Argentina","France","2015","inward",0.391990770636625
"Australia","France","2015","inward",0.296087882275317
"Brazil","France","2015","inward",0.501707937918484
"Canada","France","2015","inward",0.471665717109883
"China","France","2015","inward",0.864658318971874
"Germany","France","2015","inward",0.209339378376112
"India","France","2015","inward",0.388133394758987
"Indonesia","France","2015","inward",0.334357025025959
"Italy","France","2015","inward",0.123759557842447
"Japan","France","2015","inward",0.514964186209995
"Mexico","France","2015","inward",0.282380648187847
"Republic of Korea","France","2015","inward",0.676102735702017
"Russia","France","2015","inward",0.441827870693424
"Saudi Arabia","France","2015","inward",0.0646940178738367
"South Africa","France","2015","inward",0.4059142957729
"Turkey","France","2015","inward",0.414299026647022
"United Kingdom","France","2015","inward",0.186989934358371
"United States of America","France","2015","inward",0.392598991930104
"World","France","2015","inward",0.296345204361751
"Argentina","Germany","2015","inward",0.40845974185051
"Australia","Germany","2015","inward",0.260313114665136
"Brazil","Germany","2015","inward",0.552400301141928
"Canada","Germany","2015","inward",0.511048570477677
"China","Germany","2015","inward",0.853768819808795
"France","Germany","2015","inward",0.257475914564547
"India","Germany","2015","inward",0.461991408742819
"Indonesia","Germany","2015","inward",0.423597175752281
"Italy","Germany","2015","inward",0.233930145679694
"Japan","Germany","2015","inward",0.509048317016778
"Mexico","Germany","2015","inward",0.687940769405316
"Republic of Korea","Germany","2015","inward",0.668295527709973
"Russia","Germany","2015","inward",0.31937820275767
"Saudi Arabia","Germany","2015","inward",0.104121401506121
"South Africa","Germany","2015","inward",0.497073049443592
"Turkey","Germany","2015","inward",0.30749230138828
"United Kingdom","Germany","2015","inward",0.242634555714906
"United States of America","Germany","2015","inward",0.449575330543114
"World","Germany","2015","inward",0.365656462406934
"Argentina","India","2015","inward",0.846494070067799
"Australia","India","2015","inward",0.907066803034509
"Brazil","India","2015","inward",0.585577304500254
"Canada","India","2015","inward",0.690317934340701
"China","India","2015","inward",0.711196346659554
"France","India","2015","inward",0.283937292063235
"Germany","India","2015","inward",0.425943945356022
"Indonesia","India","2015","inward",0.834005171342065
"Italy","India","2015","inward",0.390892363218409
"Japan","India","2015","inward",0.475446107964414
"Mexico","India","2015","inward",0.106299314833927
"Republic of Korea","India","2015","inward",0.573129681492508
"Russia","India","2015","inward",0.522542715664854
"Saudi Arabia","India","2015","inward",0.186200025840503
"South Africa","India","2015","inward",0.87748306068926
"Turkey","India","2015","inward",0.109537144562285
"United Kingdom","India","2015","inward",0.683920441480236
"United States of America","India","2015","inward",0.457538107268641
"World","India","2015","inward",0.512747251206492
"Argentina","Indonesia","2015","inward",0.898273688731737
"Australia","Indonesia","2015","inward",0.728210723629561
"Brazil","Indonesia","2015","inward",0.614507626055191
"Canada","Indonesia","2015","inward",0.600689667907499
"China","Indonesia","2015","inward",0.639835994822835
"France","Indonesia","2015","inward",0.764481584185996
"Germany","Indonesia","2015","inward",0.635649450345783
"India","Indonesia","2015","inward",0.556498657018341
"Italy","Indonesia","2015","inward",0.609655244309937
"Japan","Indonesia","2015","inward",0.72273526133474
"Mexico","Indonesia","2015","inward",0.459464385511305
"Republic of Korea","Indonesia","2015","inward",0.620190216928629
"Russia","Indonesia","2015","inward",0.395680240072127
"Saudi Arabia","Indonesia","2015","inward",0.777406492909986
"South Africa","Indonesia","2015","inward",0.284969173650063
"Turkey","Indonesia","2015","inward",0.737572263601866
"United Kingdom","Indonesia","2015","inward",0.556532934229301
"United States of America","Indonesia","2015","inward",0.694703873314314
"World","Indonesia","2015","inward",0.681792906154513
"Argentina","Italy","2015","inward",0.250872815603345
"Australia","Italy","2015","inward",0.321062724095052
"Brazil","Italy","2015","inward",0.548142396275945
"Canada","Italy","2015","inward",0.481969744901656
"China","Italy","2015","inward",0.908154653368884
"France","Italy","2015","inward",0.075129553692407
"Germany","Italy","2015","inward",0.058875365261521
"India","Italy","2015","inward",0.54961891787181
"Indonesia","Italy","2015","inward",0.274485120519885
"Japan","Italy","2015","inward",0.289203759638064
"Mexico","Italy","2015","inward",0.43782402990909
"Republic of Korea","Italy","2015","inward",0.517775982948073
"Russia","Italy","2015","inward",0.376363710069917
"Saudi Arabia","Italy","2015","inward",0.1401087023592
"South Africa","Italy","2015","inward",0.761915198085832
"Turkey","Italy","2015","inward",0.341185798237399
"United Kingdom","Italy","2015","inward",0.0487253945255754
"United States of America","Italy","2015","inward",0.427230264974452
"World","Italy","2015","inward",0.218798388663213
"Argentina","Japan","2015","inward",0.00954333195652931
"Australia","Japan","2015","inward",0.0239885019025104
"Brazil","Japan","2015","inward",0.0103421332695796
"Canada","Japan","2015","inward",0.170563436942992
"China","Japan","2015","inward",0.233100978351161
"France","Japan","2015","inward",0.0601766017869921
"Germany","Japan","2015","inward",0.285254847295703
"India","Japan","2015","inward",0.072997051333524
"Indonesia","Japan","2015","inward",0.0688918340990417
"Italy","Japan","2015","inward",0.19571328578415
"Mexico","Japan","2015","inward",0.0887781387299511
"Republic of Korea","Japan","2015","inward",0.194598938475457
"Russia","Japan","2015","inward",0.0370141618257335
"Saudi Arabia","Japan","2015","inward",0.00177083707048802
"South Africa","Japan","2015","inward",0.150959994230066
"Turkey","Japan","2015","inward",0.119814884636654
"United Kingdom","Japan","2015","inward",0.199063929191837
"United States of America","Japan","2015","inward",0.140085013171209
"World","Japan","2015","inward",0.133404428899318
"Argentina","Mexico","2015","inward",0.213030938125575
"Australia","Mexico","2015","inward",0.0136888687300908
"Brazil","Mexico","2015","inward",0.278975509636398
"Canada","Mexico","2015","inward",0.204624847779583
"China","Mexico","2015","inward",0.0939226270422367
"France","Mexico","2015","inward",0.100965745478062
"Germany","Mexico","2015","inward",0.0902023091885407
"India","Mexico","2015","inward",0.230866985853492
"Indonesia","Mexico","2015","inward",0.194719602571626
"Italy","Mexico","2015","inward",0.219415026617898
"Japan","Mexico","2015","inward",0.12351009331712
"Republic of Korea","Mexico","2015","inward",0.0650509708663373
"Russia","Mexico","2015","inward",0.208137749290072
"Saudi Arabia","Mexico","2015","inward",0.786613456287426
"South Africa","Mexico","2015","inward",0.0246165070532391
"Turkey","Mexico","2015","inward",0.140334037020041
"United Kingdom","Mexico","2015","inward",0.148173120586696
"United States of America","Mexico","2015","inward",0.179571990729472
"World","Mexico","2015","inward",0.154450534767125
"Argentina","Republic of Korea","2015","inward",0.0064943339663154
"Australia","Republic of Korea","2015","inward",0.27914983282266
"Brazil","Republic of Korea","2015","inward",0.0127185213963673
"Canada","Republic of Korea","2015","inward",0.228627598947186
"China","Republic of Korea","2015","inward",0.072384677212404
"France","Republic of Korea","2015","inward",0.0350678861089637
"Germany","Republic of Korea","2015","inward",0.0474831277033805
"India","Republic of Korea","2015","inward",0.0132993276601475
"Indonesia","Republic of Korea","2015","inward",0.146038393745176
"Italy","Republic of Korea","2015","inward",0.00825584876675924
"Japan","Republic of Korea","2015","inward",0.0544881500809561
"Mexico","Republic of Korea","2015","inward",0.0436788181797419
"Russia","Republic of Korea","2015","inward",0.350161536306056
"Saudi Arabia","Republic of Korea","2015","inward",0.849011318180013
"South Africa","Republic of Korea","2015","inward",0.0123423553981246
"Turkey","Republic of Korea","2015","inward",0
"United Kingdom","Republic of Korea","2015","inward",0.0415316726850009
"United States of America","Republic of Korea","2015","inward",0.0458761526061576
"World","Republic of Korea","2015","inward",0.170905472836429
"Argentina","Russia","2015","inward",0.631464381921728
"Australia","Russia","2015","inward",0.260366436395919
"Brazil","Russia","2015","inward",0.902371377696586
"Canada","Russia","2015","inward",0.732021388822527
"China","Russia","2015","inward",0.63457049855794
"France","Russia","2015","inward",0.490537091616061
"Germany","Russia","2015","inward",0.559556503764593
"India","Russia","2015","inward",0.682206695595986
"Indonesia","Russia","2015","inward",0.539935676709015
"Italy","Russia","2015","inward",0.51104928578242
"Japan","Russia","2015","inward",0.851244916772164
"Mexico","Russia","2015","inward",0.6011946515425
"Republic of Korea","Russia","2015","inward",0.687557951318674
"Saudi Arabia","Russia","2015","inward",0.172839271859764
"South Africa","Russia","2015","inward",0.376055349057116
"Turkey","Russia","2015","inward",0.593089349138989
"United Kingdom","Russia","2015","inward",0.59493599544421
"United States of America","Russia","2015","inward",0.636006958207051
"World","Russia","2015","inward",0.560421054081245
"Argentina","Saudi Arabia","2015","inward",0.3841063303683
"Australia","Saudi Arabia","2015","inward",0.609469268096834
"Brazil","Saudi Arabia","2015","inward",0.500718353305315
"Canada","Saudi Arabia","2015","inward",0.367826533827596
"China","Saudi Arabia","2015","inward",0.268807997318917
"France","Saudi Arabia","2015","inward",0.38148868537828
"Germany","Saudi Arabia","2015","inward",0.372291565957196
"India","Saudi Arabia","2015","inward",0.19064597764223
"Indonesia","Saudi Arabia","2015","inward",0.271807348001761
"Italy","Saudi Arabia","2015","inward",0.440904410574752
"Japan","Saudi Arabia","2015","inward",0.647253504988205
"Mexico","Saudi Arabia","2015","inward",0.63296127183175
"Republic of Korea","Saudi Arabia","2015","inward",0.601013495086714
"Russia","Saudi Arabia","2015","inward",0.0680487724494819
"South Africa","Saudi Arabia","2015","inward",0.424977878591825
"Turkey","Saudi Arabia","2015","inward",0.391525160914969
"United Kingdom","Saudi Arabia","2015","inward",0.497899354555061
"United States of America","Saudi Arabia","2015","inward",0.552739782902698
"World","Saudi Arabia","2015","inward",0.410446122619102
"Argentina","South Africa","2015","inward",0.412673214939161
"Australia","South Africa","2015","inward",0.0818947639481563
"Brazil","South Africa","2015","inward",0.249690486228965
"Canada","South Africa","2015","inward",0.0732509107454392
"China","South Africa","2015","inward",0.371430848652956
"France","South Africa","2015","inward",0.129054358260565
"Germany","South Africa","2015","inward",0.212600028695167
"India","South Africa","2015","inward",0.238544501592101
"Indonesia","South Africa","2015","inward",0.133693632198695
"Italy","South Africa","2015","inward",0.230188033458066
"Japan","South Africa","2015","inward",0.140358985150911
"Mexico","South Africa","2015","inward",0.221598725514097
"Republic of Korea","South Africa","2015","inward",0.351103039432887
"Russia","South Africa","2015","inward",0.0171170564745842
"Saudi Arabia","South Africa","2015","inward",0.861208978321278
"Turkey","South Africa","2015","inward",0.197294736576899
"United Kingdom","South Africa","2015","inward",0.185535352115475
"United States of America","South Africa","2015","inward",0.110410593828758
"World","South Africa","2015","inward",0.32797838557294
"Argentina","Turkey","2015","inward",0.0609880334247055
"Australia","Turkey","2015","inward",0.0038186512720299
"Brazil","Turkey","2015","inward",0.0198139523291184
"Canada","Turkey","2015","inward",0.0549188447832886
"China","Turkey","2015","inward",0.42887833753922
"France","Turkey","2015","inward",0.221044312580116
"Germany","Turkey","2015","inward",0.147911205960861
"India","Turkey","2015","inward",0.263686595564937
"Indonesia","Turkey","2015","inward",0.382146011971958
"Italy","Turkey","2015","inward",0.150366293623784
"Japan","Turkey","2015","inward",0.108898692768992
"Mexico","Turkey","2015","inward",0.559937835236595
"Republic of Korea","Turkey","2015","inward",0.15455767972844
"Russia","Turkey","2015","inward",0.1266713343597
"Saudi Arabia","Turkey","2015","inward",0.151679628347845
"South Africa","Turkey","2015","inward",0.0104962244044632
"United Kingdom","Turkey","2015","inward",0.121720295075486
"United States of America","Turkey","2015","inward",0.161800954936476
"World","Turkey","2015","inward",0.159663436929764
"Argentina","United Kingdom","2015","inward",0.258819861617298
"Australia","United Kingdom","2015","inward",0.541859786285511
"Brazil","United Kingdom","2015","inward",0.404168857405584
"Canada","United Kingdom","2015","inward",0.478983184585487
"China","United Kingdom","2015","inward",0.90417866522777
"France","United Kingdom","2015","inward",0.0455757592318596
"Germany","United Kingdom","2015","inward",0.0408756660555787
"India","United Kingdom","2015","inward",0.406521531452502
"Indonesia","United Kingdom","2015","inward",0.21130985517902
"Italy","United Kingdom","2015","inward",0.0272588957639465
"Japan","United Kingdom","2015","inward",0.297507283769628
"Mexico","United Kingdom","2015","inward",0.168504792314349
"Republic of Korea","United Kingdom","2015","inward",0.398068707888889
"Russia","United Kingdom","2015","inward",0.396107464422587
"Saudi Arabia","United Kingdom","2015","inward",0.791631233294886
"South Africa","United Kingdom","2015","inward",0.333809112546366
"Turkey","United Kingdom","2015","inward",0.349062132292416
"United States of America","United Kingdom","2015","inward",0.434542813820493
"World","United Kingdom","2015","inward",0.234459771421129
"Argentina","United States of America","2015","inward",0.473368475442602
"Australia","United States of America","2015","inward",0.366444895359457
"Brazil","United States of America","2015","inward",0.380068772996884
"Canada","United States of America","2015","inward",0.465836018110273
"China","United States of America","2015","inward",0.595953675599837
"France","United States of America","2015","inward",0.492807748884106
"Germany","United States of America","2015","inward",0.541316435462167
"India","United States of America","2015","inward",0.367966828837463
"Indonesia","United States of America","2015","inward",0.393153431499162
"Italy","United States of America","2015","inward",0.398015968009051
"Japan","United States of America","2015","inward",0.656251335184061
"Mexico","United States of America","2015","inward",0.471164339609355
"Republic of Korea","United States of America","2015","inward",0.689526524607545
"Russia","United States of America","2015","inward",0.581985447076823
"Saudi Arabia","United States of America","2015","inward",0.0432845707802372
"South Africa","United States of America","2015","inward",0.203627564300709
"Turkey","United States of America","2015","inward",0.342776849496576
"United Kingdom","United States of America","2015","inward",0.542121556129017
"World","United States of America","2015","inward",0.487090252877694
"Argentina","World","2015","inward",0.385976732482766
"Australia","World","2015","inward",0.362432034464163
"Brazil","World","2015","inward",0.440366816470861
"Canada","World","2015","inward",0.441316783277641
"China","World","2015","inward",0.442482979538593
"France","World","2015","inward",0.160132405514823
"Germany","World","2015","inward",0.168964238639187
"India","World","2015","inward",0.30733934169622
"Indonesia","World","2015","inward",0.253170051733596
"Italy","World","2015","inward",0.152478229612042
"Japan","World","2015","inward",0.444341674257747
"Mexico","World","2015","inward",0.441896730881184
"Republic of Korea","World","2015","inward",0.524129370770153
"Russia","World","2015","inward",0.389500361422679
"Saudi Arabia","World","2015","inward",0.288647908382482
"South Africa","World","2015","inward",0.317250673016328
"Turkey","World","2015","inward",0.31369004364526
"United Kingdom","World","2015","inward",0.207818626739873
"United States of America","World","2015","inward",0.309509527297579
"World","World","2015","inward",0.303620397318915
"Australia","Argentina","2016","inward",0.868282454121626
"Brazil","Argentina","2016","inward",0.710715123116448
"Canada","Argentina","2016","inward",0.626548860375211
"China","Argentina","2016","inward",0.766923084269707
"France","Argentina","2016","inward",0.770337456771135
"Germany","Argentina","2016","inward",0.689974022879149
"India","Argentina","2016","inward",0.450777385820473
"Indonesia","Argentina","2016","inward",0.553365932652445
"Italy","Argentina","2016","inward",0.770190587156108
"Japan","Argentina","2016","inward",0.763849254111104
"Mexico","Argentina","2016","inward",0.820811202533716
"Republic of Korea","Argentina","2016","inward",0.717106981593314
"Russia","Argentina","2016","inward",0.253670668358655
"South Africa","Argentina","2016","inward",0.512305846349964
"Turkey","Argentina","2016","inward",0.475039741711249
"United Kingdom","Argentina","2016","inward",0.537364232152896
"United States of America","Argentina","2016","inward",0.65499130318568
"World","Argentina","2016","inward",0.671230220624358
"Argentina","Australia","2016","inward",0.353819866155421
"Brazil","Australia","2016","inward",0.143129665358852
"Canada","Australia","2016","inward",0.111986438287936
"China","Australia","2016","inward",0.0749756818917696
"France","Australia","2016","inward",0.0556038152729298
"Germany","Australia","2016","inward",0.0252439431142801
"India","Australia","2016","inward",0.162483528153737
"Indonesia","Australia","2016","inward",0.0415820424665566
"Italy","Australia","2016","inward",0.103409116158859
"Japan","Australia","2016","inward",0.0652927690259346
"Mexico","Australia","2016","inward",0.0779846726510437
"Republic of Korea","Australia","2016","inward",0.135460696671802
"Russia","Australia","2016","inward",0.0693178052300122
"Saudi Arabia","Australia","2016","inward",0
"South Africa","Australia","2016","inward",0.062507573408976
"Turkey","Australia","2016","inward",0.211325329647475
"United Kingdom","Australia","2016","inward",0.0501647398752289
"United States of America","Australia","2016","inward",0.0448908361790768
"World","Australia","2016","inward",0.074464742685908
"Argentina","Brazil","2016","inward",0.586599697102977
"Australia","Brazil","2016","inward",0.0508646764386818
"Canada","Brazil","2016","inward",0.286750925993429
"China","Brazil","2016","inward",0.697609673711188
"France","Brazil","2016","inward",0.741164938651486
"Germany","Brazil","2016","inward",0.68543675788024
"India","Brazil","2016","inward",0.441283262557514
"Indonesia","Brazil","2016","inward",0.481513209379557
"Italy","Brazil","2016","inward",0.606132743478855
"Japan","Brazil","2016","inward",0.743706461649237
"Mexico","Brazil","2016","inward",0.730210244925638
"Republic of Korea","Brazil","2016","inward",0.647425797268214
"Russia","Brazil","2016","inward",0.514146385424937
"Saudi Arabia","Brazil","2016","inward",0.935977312002769
"South Africa","Brazil","2016","inward",0.261159968767685
"Turkey","Brazil","2016","inward",0.386786110007878
"United Kingdom","Brazil","2016","inward",0.587965927876115
"United States of America","Brazil","2016","inward",0.60651218908309
"World","Brazil","2016","inward",0.603313481923561
"Argentina","Canada","2016","inward",0.128848651716608
"Australia","Canada","2016","inward",0.286998618478898
"Brazil","Canada","2016","inward",0.15912285290393
"China","Canada","2016","inward",0.145827135870043
"France","Canada","2016","inward",0.298906721316811
"Germany","Canada","2016","inward",0.346807237848283
"India","Canada","2016","inward",0.0972426597657012
"Indonesia","Canada","2016","inward",0.0880372040234982
"Italy","Canada","2016","inward",0.233791778966686
"Japan","Canada","2016","inward",0.515307762036277
"Mexico","Canada","2016","inward",0.425841568402173
"Republic of Korea","Canada","2016","inward",0.482951759293909
"Russia","Canada","2016","inward",0.79303132744647
"Saudi Arabia","Canada","2016","inward",0.984271089602283
"South Africa","Canada","2016","inward",0.266800747422323
"Turkey","Canada","2016","inward",0.223779528079918
"United Kingdom","Canada","2016","inward",0.574533228822346
"United States of America","Canada","2016","inward",0.380752634843031
"World","Canada","2016","inward",0.377717767544588
"Argentina","China","2016","inward",0.948653171710435
"Australia","China","2016","inward",0.933872185351671
"Brazil","China","2016","inward",0.921602516322202
"Canada","China","2016","inward",0.738595914387551
"France","China","2016","inward",0.857881803115126
"Germany","China","2016","inward",0.900660033570501
"India","China","2016","inward",0.838774411213367
"Indonesia","China","2016","inward",0.792183668244108
"Italy","China","2016","inward",0.806849201536505
"Japan","China","2016","inward",0.839079334556568
"Mexico","China","2016","inward",0.833968406530034
"Republic of Korea","China","2016","inward",0.871256769110059
"Russia","China","2016","inward",0.749573414424844
"Saudi Arabia","China","2016","inward",0.970724844175529
"South Africa","China","2016","inward",0.755485339153061
"Turkey","China","2016","inward",0.859820219303324
"United Kingdom","China","2016","inward",0.825763511103422
"United States of America","China","2016","inward",0.856704442457576
"World","China","2016","inward",0.863239608045988
"Argentina","France","2016","inward",0.392803582044008
"Australia","France","2016","inward",0.296131707990429
"Brazil","France","2016","inward",0.511041220074541
"Canada","France","2016","inward",0.505119952269658
"China","France","2016","inward",0.86426156959141
"Germany","France","2016","inward",0.321413712046619
"India","France","2016","inward",0.39534741728518
"Indonesia","France","2016","inward",0.339227930395962
"Italy","France","2016","inward",0.217237576126014
"Japan","France","2016","inward",0.527912192985694
"Mexico","France","2016","inward",0.293484348218577
"Republic of Korea","France","2016","inward",0.725621523049149
"Russia","France","2016","inward",0.443245860643189
"Saudi Arabia","France","2016","inward",0.0647947616845763
"South Africa","France","2016","inward",0.413521972261277
"Turkey","France","2016","inward",0.427645837964382
"United Kingdom","France","2016","inward",0.272712147742037
"United States of America","France","2016","inward",0.448950703899847
"World","France","2016","inward",0.363564475656366
"Argentina","Germany","2016","inward",0.45639307021039
"Australia","Germany","2016","inward",0.278327189323315
"Brazil","Germany","2016","inward",0.697959286545882
"Canada","Germany","2016","inward",0.52945429219512
"China","Germany","2016","inward",0.853805308056473
"France","Germany","2016","inward",0.27315219753292
"India","Germany","2016","inward",0.504918363406337
"Indonesia","Germany","2016","inward",0.483649594556213
"Italy","Germany","2016","inward",0.246262497805205
"Japan","Germany","2016","inward",0.561486140892905
"Mexico","Germany","2016","inward",0.710888369662927
"Republic of Korea","Germany","2016","inward",0.676159345791237
"Russia","Germany","2016","inward",0.310373128472919
"Saudi Arabia","Germany","2016","inward",0.104121401506121
"South Africa","Germany","2016","inward",0.507892075312054
"Turkey","Germany","2016","inward",0.336206398590969
"United Kingdom","Germany","2016","inward",0.247166866649275
"United States of America","Germany","2016","inward",0.474546943220577
"World","Germany","2016","inward",0.387057959805839
"Argentina","India","2016","inward",0.848803798110789
"Australia","India","2016","inward",0.903840917673493
"Brazil","India","2016","inward",0.585614242401594
"Canada","India","2016","inward",0.742641864733741
"China","India","2016","inward",0.698650673659363
"France","India","2016","inward",0.322076874043706
"Germany","India","2016","inward",0.476020921350152
"Indonesia","India","2016","inward",0.837647925342684
"Italy","India","2016","inward",0.396825228168198
"Japan","India","2016","inward",0.525152620812666
"Mexico","India","2016","inward",0.109270424563801
"Republic of Korea","India","2016","inward",0.61124273570078
"Russia","India","2016","inward",0.515051105505468
"Saudi Arabia","India","2016","inward",0.185614226944043
"South Africa","India","2016","inward",0.949186116166015
"Turkey","India","2016","inward",0.111564903659205
"United Kingdom","India","2016","inward",0.694451113026
"United States of America","India","2016","inward",0.500582958621521
"World","India","2016","inward",0.526591491270692
"Argentina","Indonesia","2016","inward",0.903700812640531
"Australia","Indonesia","2016","inward",0.732572223391291
"Brazil","Indonesia","2016","inward",0.639712492210814
"Canada","Indonesia","2016","inward",0.594034457188982
"China","Indonesia","2016","inward",0.574273474794302
"France","Indonesia","2016","inward",0.733865075188772
"Germany","Indonesia","2016","inward",0.488177617812529
"India","Indonesia","2016","inward",0.530277969697549
"Italy","Indonesia","2016","inward",0.518172851332135
"Japan","Indonesia","2016","inward",0.619963363491934
"Mexico","Indonesia","2016","inward",0.374497018174186
"Republic of Korea","Indonesia","2016","inward",0.429425697685323
"Russia","Indonesia","2016","inward",0.404818356231427
"Saudi Arabia","Indonesia","2016","inward",0.9841487180374
"South Africa","Indonesia","2016","inward",0.264789959562698
"Turkey","Indonesia","2016","inward",0.913254797045457
"United Kingdom","Indonesia","2016","inward",0.465803856915477
"United States of America","Indonesia","2016","inward",0.596422014700433
"World","Indonesia","2016","inward",0.609149500138657
"Argentina","Italy","2016","inward",0.250700091523288
"Australia","Italy","2016","inward",0.340591574157513
"Brazil","Italy","2016","inward",0.556189145942696
"Canada","Italy","2016","inward",0.483580591421721
"China","Italy","2016","inward",0.907455008436736
"France","Italy","2016","inward",0.117137316959788
"Germany","Italy","2016","inward",0.0795363620550546
"India","Italy","2016","inward",0.550977327275759
"Indonesia","Italy","2016","inward",0.278937367674764
"Japan","Italy","2016","inward",0.300078731293084
"Mexico","Italy","2016","inward",0.439225800035919
"Republic of Korea","Italy","2016","inward",0.527478840806264
"Russia","Italy","2016","inward",0.376713586689051
"Saudi Arabia","Italy","2016","inward",0.140215101445778
"South Africa","Italy","2016","inward",0.765066000295856
"Turkey","Italy","2016","inward",0.342409320193574
"United Kingdom","Italy","2016","inward",0.0788286932118124
"United States of America","Italy","2016","inward",0.436629457716958
"World","Italy","2016","inward",0.238113049433999
"Argentina","Japan","2016","inward",0.00954333195652931
"Australia","Japan","2016","inward",0.024029934950353
"Brazil","Japan","2016","inward",0.0104325540791559
"Canada","Japan","2016","inward",0.171177617349422
"China","Japan","2016","inward",0.235239306710798
"France","Japan","2016","inward",0.0615439078835506
"Germany","Japan","2016","inward",0.293581229556966
"India","Japan","2016","inward",0.0736710305662399
"Indonesia","Japan","2016","inward",0.0694912452512926
"Italy","Japan","2016","inward",0.197024940126182
"Mexico","Japan","2016","inward",0.0899780884713047
"Republic of Korea","Japan","2016","inward",0.196889203368732
"Russia","Japan","2016","inward",0.0370141618257335
"Saudi Arabia","Japan","2016","inward",0.00177083707048802
"South Africa","Japan","2016","inward",0.150959994230066
"Turkey","Japan","2016","inward",0.119814884636654
"United Kingdom","Japan","2016","inward",0.202848376027829
"United States of America","Japan","2016","inward",0.146858129901782
"World","Japan","2016","inward",0.135731532426264
"Argentina","Mexico","2016","inward",0.257121766418746
"Australia","Mexico","2016","inward",0.0143744335251492
"Brazil","Mexico","2016","inward",0.375307655549955
"Canada","Mexico","2016","inward",0.259579668917545
"China","Mexico","2016","inward",0.103124436660683
"France","Mexico","2016","inward",0.132010536769017
"Germany","Mexico","2016","inward",0.132536050385906
"India","Mexico","2016","inward",0.262566675963174
"Indonesia","Mexico","2016","inward",0.199557422243181
"Italy","Mexico","2016","inward",0.237137762964323
"Japan","Mexico","2016","inward",0.168211766658613
"Republic of Korea","Mexico","2016","inward",0.0912649949346332
"Russia","Mexico","2016","inward",0.23639437734962
"Saudi Arabia","Mexico","2016","inward",0.803205181107765
"South Africa","Mexico","2016","inward",0.0606464050676224
"Turkey","Mexico","2016","inward",0.145403175708714
"United Kingdom","Mexico","2016","inward",0.218762927115218
"United States of America","Mexico","2016","inward",0.215740285616453
"World","Mexico","2016","inward",0.186435755036899
"Argentina","Republic of Korea","2016","inward",0.0064943339663154
"Australia","Republic of Korea","2016","inward",0.273973464171689
"Brazil","Republic of Korea","2016","inward",3.46208276360583e-05
"Canada","Republic of Korea","2016","inward",0.225632325159163
"China","Republic of Korea","2016","inward",0.0688028503684822
"France","Republic of Korea","2016","inward",0.0363893961725112
"Germany","Republic of Korea","2016","inward",0.0428419226370026
"India","Republic of Korea","2016","inward",0.00737937192575591
"Indonesia","Republic of Korea","2016","inward",0.133606694825965
"Italy","Republic of Korea","2016","inward",0.00828345752100381
"Japan","Republic of Korea","2016","inward",0.0506477739172454
"Mexico","Republic of Korea","2016","inward",0.0436850135605272
"Russia","Republic of Korea","2016","inward",0.348935737168222
"Saudi Arabia","Republic of Korea","2016","inward",0.84859789366118
"South Africa","Republic of Korea","2016","inward",0.00516964882219312
